mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19,mean_mfcc_20,mean_mfcc_21,mean_mfcc_22,mean_mfcc_23,mean_mfcc_24,mean_mfcc_25,mean_mfcc_26,mean_mfcc_27,mean_mfcc_28,mean_mfcc_29,mean_mfcc_30,mean_mfcc_31,mean_mfcc_32,mean_mfcc_33,mean_mfcc_34,mean_mfcc_35,mean_mfcc_36,mean_mfcc_37,mean_mfcc_38,filepath,genre
389.8302689319568,101.91314563354484,-8.081283204120782,38.818610256019575,4.422686451620787,17.671486605864825,-0.7913872277949161,9.969513670704243,4.886704355842017,9.506468629462521,6.790860604649415,11.072135123302749,1.070398526797557,5.934872686419834,0.24766680009794165,3.996846663576544,-0.09548931450640624,3.8187203853760363,5.07690652466126,4.494172493280654,0.7402809161305269,1.6860529687600374,0.323411449311466,8.47734336709515,4.96424779597796,1.2778083539866918,2.0039694910495527,2.315554973757801,0.5860126436740094,3.8652281455116038,2.376038346617754,2.253134346553342,1.84025586475522,5.40164797994562,3.5825293703759478,7.066961400271074,3.5189192205336863,3.5684499861782357,3.2951755570692334,../data/genres_original/blues\09PAOMUiAjZho9HVkd5umo.wav,blues
276.54261336277784,103.2860284578179,-4.768063300204542,34.02306922037596,23.166427031859737,-0.23240040767031947,2.4112169253649163,6.421957934038269,-7.599662871771468,-1.183823673352884,6.365304263837654,1.4046636429737624,3.2966141266001454,2.1586517059660633,-2.349260853972632,0.32819544940252987,-2.1292296782176714,0.07316181711484218,2.969153052393356,-0.2403971746812873,0.6040162973884399,6.394584883695289,4.081890763764393,1.9370685711956697,2.2651126045139764,3.8682562672939076,7.275954189746193,9.539886324317768,8.076394404562537,9.20196224087659,10.166066328003547,11.15791571943278,12.374294853939833,10.48413786110449,5.069858664334443,4.025534266656531,5.5031526793171395,7.086536837521542,6.732502939002992,../data/genres_original/blues\0Q4ubt0dvVtMcAYwAul0Nl.wav,blues
439.4041566872843,105.61046635864197,-2.597989007443779,15.388756302044982,14.379117600439715,5.831333358198998,1.9719537965641105,11.624723386877202,9.44190075615385,4.223720143004394,-2.7818173315145946,7.5636889416281265,4.166788165314409,6.474958972449004,4.379256625786953,8.882033851845547,3.1049484835287937,7.597364802872643,-2.539947872786008,-6.739066944366115,2.272664940124644,10.534420062120384,2.0128646148220493,4.564984501141041,0.14659947874767618,1.0905384505765647,2.9065949326403975,4.688546026746869,-0.8550154887796391,7.896333075984398,5.1031573344734,-0.3298689593231684,2.2106179735868388,1.6331869937828984,-0.7090406370745975,2.7155093853209284,0.7009812852505388,3.6342542091414196,-1.1942124365580609,../data/genres_original/blues\0QpxUzXEI3ZjJeo6dDFgV7.wav,blues
388.8388961693654,88.70193242719144,-41.845871638344484,48.042033366063414,-1.511993590230908,1.6814848329139458,6.3096959130139405,14.849036906390467,7.332121053065527,6.590197402442518,6.739790435871855,0.11071780624597222,-3.134085110050025,5.818055515410978,6.518141694903212,3.848300082232304,0.3924970658161534,2.496079233477266,3.930785738636819,7.048159253415111,-4.6468823882144985,-5.184366425754714,-4.08645544440119,3.0390888254283457,2.2763619479771267,3.733009067733073,7.144591479558927,6.951309003049679,5.696967599706529,5.537687236116282,0.8016533324317658,-0.6013577375471516,3.2848817186545523,8.57753542017696,10.382902621750185,8.964642021432518,7.338553880088956,4.508685806664185,-0.09730973467680269,../data/genres_original/blues\0t0CvqbxqwtETTajrzqKoW.wav,blues
472.69357020656804,93.62506073217534,4.083838310472597,39.666360274701425,9.62845747242563,14.3109812714858,6.329387278769023,4.5159821669922495,-1.2582902536043186,1.4387711578899611,-5.7861695472727055,0.8915294416249073,3.5626511154533036,-4.313508568064235,-7.7017871643915905,5.176495267120484,0.16898083944301864,0.3483458255146646,-2.2550581382045713,7.098319767764026,3.1144953223695597,-2.703761978301631,0.1012594025432877,9.594584062274613,5.453224364307331,-0.3212870118087095,-0.2832780164015962,1.3473816198404471,3.8391348658356423,4.601622336538731,-0.24085776953311036,0.24127642516930264,-2.2580651755174834,1.896969305846405,4.4411948067294205,2.100870785069867,2.0904610179873626,0.006407026499080745,1.208449725263985,../data/genres_original/blues\0v6tG0HoAHiluZAeany7oU.wav,blues
397.65630829210187,63.44044273991531,2.1477603357645894,66.57514436815565,3.9878103407942547,26.293135082963886,10.27981396923199,3.252365774078533,8.959386039565182,9.711779484522689,-0.3862700863073691,12.282847656856369,5.897665400725215,7.036508338126669,5.003032265540382,1.5844524478004292,-1.7256645377484268,1.7858735117663733,-2.139410941808231,10.211904280716213,5.151255533345049,1.6095597459773776,1.4068408340250025,1.7916214815282467,3.722559001629791,5.703335756231639,-2.35690403724737,2.9588730664372527,5.800414669609236,-1.7116947651895662,-8.034351403392785,4.206671348695731,5.870043300389806,1.4105609551834979,-0.936708127288355,3.3271804286226088,-0.468306817779117,1.7158437661064665,8.633079107881848,../data/genres_original/blues\0yBzzceMXi6VMMXGJDqY9A.wav,blues
399.1654957673132,81.49094615160261,3.3311431002176644,48.2507775092267,15.991876964231468,14.44200879956509,7.305045551676174,12.600698049500217,9.754173725703296,10.4681977816355,5.035518025265613,2.581533119225134,8.323413514432932,1.0326520828758012,-6.754305570770212,7.229660917861796,5.2928727206669555,1.6569618320457569,0.9248735462305799,8.782616481222895,-0.2226567733063426,0.2166849192811143,4.824128350408361,0.8187025898822198,2.260252739718701,2.971081000412902,-4.317220615402548,-1.598186700390019,1.3529331805671874,4.535753478197105,6.2641447582783805,2.9197737147131506,0.5297317051959951,3.1863627277526407,1.4774711445163395,4.359808214358462,2.13624614769435,3.6534257618874766,0.5962231869315542,../data/genres_original/blues\18PhtDBBYxE0vN4YvsZnMy.wav,blues
467.2698912759481,95.28208650974547,-6.743077283442449,41.187059992951696,7.539293132899139,9.032606764008834,-0.023844050193687735,13.62570083641492,7.888657995719915,10.320746785238299,8.705304110527935,12.21435278374484,0.08644773656140278,1.2612386843402985,-4.68031083261359,2.0938038814539657,1.981429102006048,3.51602494653307,-0.5857269440020435,2.9563508408852694,0.5810716445990939,3.630701798047909,-4.947624815427219,-0.4316750085040035,1.4471438881096463,3.0619332702645683,0.1942910646047365,4.6294003545547495,2.3670460294465694,0.3629819545137592,2.828024916531232,9.355485115156021,-0.3021570938634448,1.3729408241407022,-1.0538257790579002,-2.4315866482443,-0.580664105460363,3.374351561669695,3.572490112698325,../data/genres_original/blues\1I32D5O8mjfQEglezN4bY0.wav,blues
434.213849651602,127.25536670833283,-8.770029566261572,37.934168852834745,5.816054926467605,10.87857074678554,9.644893714284061,8.287833199802222,1.558533062025416,-0.9350122038441109,-6.167755291958565,7.137627940515286,5.85440130429057,5.998374227875917,2.120644630291975,6.973564060347729,4.201493898514012,3.065152208697563,2.8823605882483454,4.403580394784967,-5.566854910540196,-5.855999813411678,-0.23757880406918994,4.449202001998197,0.9441605890032139,2.738453007379414,1.5087009252921182,0.2815368890408883,6.256953935547139,3.548810825650302,-2.9756408359308812,3.413223824404456,2.3566500657307428,5.088994383232753,2.4613959126393663,3.7586792954936574,3.4122436659693527,-1.7405919802901408,1.3823232669707335,../data/genres_original/blues\1i7QbG73o4liXhmbtaT7Z3.wav,blues
400.99974922579753,102.75042427056277,-24.53924507226097,57.95678305882712,13.884194064193824,8.941940610121668,1.4903284877135377,2.9210471492200876,7.115991211920443,16.706446635653073,12.454980823152981,11.874125919132819,-1.6285123344061143,-6.538801008110928,0.595289031642523,7.3097769602107485,-2.1329201440988563,-1.1326067922297147,4.98731124200224,11.858378308198855,4.083483811001631,-10.535175809071454,-1.366622319855843,5.584608694956727,0.5708224071008295,8.368297738509927,5.196898833461194,1.1753379300376077,5.879146216167548,5.063288493075231,-6.30896718891625,-6.043416168587257,6.809242758425145,8.0763592048885,3.6694474018473704,0.6854257714784725,-3.041073318867063,9.020973500553989,8.128758731511216,../data/genres_original/blues\1k6zIr7FmCDWBlEGMjkwLb.wav,blues
