mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19,mean_mfcc_20,mean_mfcc_21,mean_mfcc_22,mean_mfcc_23,mean_mfcc_24,mean_mfcc_25,mean_mfcc_26,mean_mfcc_27,mean_mfcc_28,mean_mfcc_29,mean_mfcc_30,mean_mfcc_31,mean_mfcc_32,mean_mfcc_33,mean_mfcc_34,mean_mfcc_35,mean_mfcc_36,mean_mfcc_37,mean_mfcc_38,genre
0.2810188254131256,0.5302010493637865,0.44555466855023207,0.4997347410880172,0.3763994816654075,0.6492940892428785,0.5746631803461411,0.4981588794296394,0.5770161243284613,0.5802086528945332,0.47273220825887247,0.49027464273912136,0.653763278348955,0.32444640729968066,0.7441614481677271,0.476488887298457,0.8212995837137569,0.5334789299725684,0.49296578819093767,0.576669539572052,0.403709212958065,0.44658301665040934,0.41979629357170295,0.5062739734710944,0.5421111474637975,0.5620890980068423,0.41047129003550964,0.5773618096607338,0.45137228741762514,0.32522660134941417,0.4254809247176431,0.7391844492708193,0.7475798231742481,0.5305663473840372,0.4517450136108307,0.4396688689490529,0.3800465316940652,0.57852643665001,0.6149134480977803,8
0.2751981856717257,0.4691600319679242,0.5912513888895152,0.5342729960305357,0.7459935301468734,0.31399307100996554,0.7758590267798309,0.37838078577739903,0.6902784242932275,0.5804412581623721,0.6407514163452059,0.5418667023131796,0.9089154228542621,0.38104810342326634,0.5228551442012953,0.5728995632403913,0.4763710407035143,0.4702567135472681,0.5075690334884863,0.685581451589762,0.5093800329504388,0.6336678641491998,0.5833292752202731,0.5937597166915258,0.4951696248865169,0.5608008033218841,0.24605980627377907,0.5561788595200569,0.5275799912532987,0.5312763462505724,0.3408157992808801,0.6421952302999842,0.5382991579683162,0.4816445606612373,0.4100205887496359,0.48493334299569857,0.36319232445081334,0.4514418462895957,0.36250935989848426,0
0.5007874182596391,0.526198300769996,0.34827616217321844,0.2635330422810311,0.4266211221880788,0.3798705097549361,0.4802056866324627,0.45775123180219646,0.5289051163560489,0.21538803588360464,0.3981208033940014,0.3775537526319658,0.6604181572185853,0.16514037821987276,0.31685721885903584,0.41875638661528025,0.49057288695933104,0.46102313622643476,0.7628622998475494,0.5244452544730054,0.003749600032089573,0.3673625793914583,0.8393510180089102,0.8131074684199455,0.6902449652080485,0.5356548037736407,0.35774904123982915,0.2939767222567644,0.3593602879901963,0.47224408268431717,0.39251032398650276,0.4720918443544313,0.7873166577507019,0.9172957463591688,0.889450271172713,0.8397539510598457,0.5284068284766194,0.33595759738551356,0.214962898556251,1
0.35979694362490783,0.31401211110736055,0.5843722561973245,0.4832461416304249,0.6304465125530465,0.48187947760912453,0.7179410064760896,0.43700338919871984,0.6682391619131014,0.7121113344396308,0.4713867925197435,0.5345904202598207,0.6739135316233581,0.44406243575021953,0.629199515395749,0.7345287598050306,0.7276391826325453,0.7817418716488975,0.5505942382186367,0.6948119112466479,0.5477640468627025,0.4004276138027585,0.533133554779078,0.4757051880623901,0.38308773717644506,0.6025684271425186,0.4373191774129351,0.4838807155213428,0.458100561038701,0.495383323640905,0.4559659729542268,0.5714407565342209,0.4300977686548525,0.38100729287198076,0.44077157012628904,0.5021889737512764,0.33642738983854725,0.5391071699874347,0.4558854570309615,3
0.33859373060549736,0.45402798692721735,0.6114949279692703,0.47340939300658597,0.6277271913030178,0.5268681646403436,0.5631850674547684,0.42653152152725365,0.6077992362318826,0.5349657954387806,0.5301610842607715,0.5027500075593618,0.5615712977292735,0.32317189978426253,0.46678183944121016,0.5472032935714564,0.4736341482803227,0.49208675028863597,0.7375499540602117,0.693591587763487,0.47650457369549437,0.48640049707393995,0.515122241371641,0.6442852239221033,0.7290372643150951,0.6344683479603701,0.47757146285502383,0.44493059169723553,0.2712396615175553,0.47651249872377266,0.34543393374708986,0.44032709607583254,0.4014016980176266,0.4871192398220097,0.5224674092454935,0.6765911018641055,0.6541416931144821,0.7724104481801873,0.45643672302574123,8
0.33486957777834214,0.4107054080370067,0.4892440345842523,0.5013452155099924,0.6263571544247368,0.48285907821167173,0.4932883859073073,0.48941998453101554,0.5317736801698378,0.5269493967456236,0.5063988405214047,0.6174243979162812,0.6747777329921935,0.4573998803411824,0.46744590307347594,0.6691139603866261,0.4994647326091951,0.4102973119848327,0.3703793566170731,0.5752287915787395,0.46769316526989185,0.5332465639971362,0.4945643565079474,0.5330099538516139,0.4695864290338384,0.550982347683165,0.4248585445445078,0.4610830179251534,0.48925275631169735,0.4728032755513119,0.47055288952821994,0.6324114516963159,0.4705506938245259,0.48767388635195297,0.4868154722901855,0.5480063536481464,0.4756069651870487,0.5606489369221868,0.4337900248102821,2
0.8453730051471672,0.3430981656408394,0.5391327288030814,0.3922926640433121,0.6260472169405986,0.4747486557127132,0.5616323652988031,0.3759860532950968,0.543571527916201,0.4315988995902118,0.5987904516620249,0.34910420496763567,0.5622574777651982,0.24727198766153427,0.3779365066278604,0.4017117830408937,0.41358081996509755,0.24803188303390142,0.38797588478833483,0.3635473927350142,0.10684423534833515,0.2838871825931006,0.28702740442991825,0.31401528563696274,0.3581810177969452,0.3936089038404628,0.2594235352483074,0.4268326509911291,0.41473292203186557,0.30984481919110596,0.26483069001375814,0.3203899639295741,0.3451600293759191,0.2923221517257993,0.3738699014564783,0.35604237391833005,0.22346148165514926,0.2072443317569986,0.33166154294504147,3
0.317224863932887,0.490936595761123,0.5054136493657422,0.5149937998765376,0.6044537598155045,0.5558332666862923,0.6331410586765447,0.5362158481090498,0.6168339935697307,0.6434091239143946,0.690269488922164,0.6187619724497649,0.9365885692132658,0.6634903170300104,0.6121458819577635,0.716841817491044,0.5402257732668244,0.5868981487774847,0.5621904832323525,0.5998354568999865,0.5062055720922958,0.3736766850322633,0.5778667149731821,0.6120317168213415,0.5344696062040174,0.5881637264071398,0.4341640019741426,0.4685961655779248,0.45546457045386196,0.6440564280709793,0.518280560019107,0.5280428734223465,0.4418289291484431,0.501916833350977,0.5358425065335302,0.5092381951610653,0.5644595228035558,0.5822349791459375,0.3713798574706151,4
0.7726055036759025,0.4853733368210858,0.4481458709340629,0.34058912760443405,0.4328753246305945,0.30907572932483446,0.5005694456132145,0.2676397807781476,0.49329848798749965,0.4026864476639832,0.3997632731697761,0.3100981798532623,0.5429430095698464,0.21013889287037313,0.33824318115690233,0.34573398129555605,0.33781681144695697,0.29448036168453945,0.431613058530727,0.4446813852665751,0.3502948975589849,0.3358120082218547,0.38430996359781433,0.4490568589401158,0.49844853864870176,0.5632428447214907,0.4894966118103936,0.4237549299250986,0.28830826250983194,0.23435268444503907,0.2983204275172879,0.4773958535427151,0.37901001068129586,0.26782336643669247,0.3237195789415576,0.3359584744112113,0.3706196818329232,0.42290464357625246,0.33071085902167513,3
0.2172181792289723,0.658266535431911,0.3652206614317195,0.5178910843865222,0.5901513075780248,0.36198924720787695,0.4256951236475147,0.3229881007558266,0.5561215515714606,0.6262521297027714,0.6839778096866828,0.5510053404559128,0.7359205048327869,0.47700805786050116,0.6259758142708516,0.6080912792283875,0.7461721555507439,0.6202179528816485,0.5300992775726154,0.616691753954079,0.655950299033651,0.5253532709003144,0.5496822266932454,0.5979051848407206,0.7020168905886544,0.6854991035104081,0.5592863497883077,0.48909712962291807,0.5605598691167961,0.47254409436632194,0.3673868433285284,0.46030992279885613,0.4082512321864366,0.46437764450078023,0.6400739245837683,0.7196453935376861,0.5399134348772078,0.3840222862919993,0.2028874795853909,0
